id	text	is_humor	humor_rating	humor_controversy	offense_rating
4680	Did you hear from the Dysexian Agnostic Insomniac? He stayed up all night, wondering if there was a dog. 	1	2.0	0.0	0.25
4681	[Mattress Shopping] Seller: Do you want to try it before you buy it? I: Sure * woman lays down on mattress, I go on couch in the charging lobby 	1	3.05	0.0	0.1
4682	Sitting in my car that eats McDonalds, and I hear a quiet voice behind me, "Here we have the thick woman in her natural habitat." 	1	2.5	1.0	1.9
4684	One day I will come to bed early, but this day is not today. 	1	2.54	0.0	0.0
4687	I was in a taxi today and the driver said, "I love my job. I am my own boss. Nobody tells me what to do." Then I said, "Turn left here." 	1	3.0	0.0	0.15
4688	Why has a duck feathers? To cover the butt quack. 	1	2.8	1.0	0.15
4689	Worlds Greatest Dangers: 3) Swimming with Sharks 2) Wrestling Grizzly Bears 1) Say that you feel tired with a newborn baby 	1	2.45	0.0	0.85
4691	"Now, Madam, can you describe the man who stole your handbag?" "Oh, everything happened so fast! He squeezed me from behind, I did not see him at all. One thing was a vegan." "How can you know that?" "He told me as he ran." 	1	1.4	1.0	0.45
4692	90% of the dogs in Korea are in breeding. ... as in a sandwich or something. 	1	2.5	0.0	1.8
4693	How do you stop a lawyer from drowning? Shoot before he meets the water. H. 	1	2.15	1.0	1.1
4694	How do you know that Justin Bieber is Canadians? Only one Canadian could get a 1 on billboard with a song called Sorry. 	1	2.8	0.0	0.4
4695	A man was taken with 6 plastic horses with regard to the butt. Doctors have described his condition as stable. 	1	2.75	0.0	0.75
4698	What is the difference between black and cancer? Cancer got jobs. 	1	1.75	0.0	4.2
4699	Just read an interesting fact - Bruce Lee had a vegan brother; Broco Lee. 	1	2.45	0.0	0.6
4700	Waiting for the veterinarian office for my dog to get his recordings. Could leave the guy in the beard of the wasps in front of me. 	1	1.47	1.0	0.25
4701	Today is Mother's Day. I celebrated by taking my wife into her favorite room in the house and leaving her alone. 	1	1.94	0.0	0.55
4703	Imagine what is a parent is like ... Now add 1000x more scream 	1	2.59	0.0	0.0
4704	My wife said she would leave me if I did not stop eating Pasta, now I feel Cannelloni 	1	2.55	0.0	0.0
4707	"I love horses" - someone sitting on a horse and carrying the horse around her. 	1	2.27	1.0	0.4
4708	My wife told me I should take out a spider instead of killing it. We went and had drinks. Cool type, wants to be a web designer. 	1	3.55	1.0	0.0
4709	I was excited when I had to participate in a class for daily sex. Turns out that it is for dyslexia. 	1	3.25	1.0	0.35
4711	My wife threatened to leave me because of my obsession with optical illusions. I was waiting! That's not what you think it is! 	1	2.16	1.0	0.0
4712	I am sorry that people tell me that I should turn off my lights to save the environment. I once did it and killed a cyclist. 	1	2.21	0.0	0.55
4714	How do you call a dog who can do magic? Labracadabrador. 	1	2.6	0.0	0.0
4719	Judge: What do you have to say for yourself Scooby-doo villain: I have heard legally penetrating intruders on my own private property and was wrongly arrested and imprisoned by a group of high teenager judges and imprisoned: Oh damn 	1	2.0	0.0	0.4
4720	Yo mom is so stank ... she has to put ice between her legs to keep the crabs fresh. 	1	1.9	1.0	3.1
4721	What is an advantage to choose a woman president of the United States? We would not have to pay you so much. 	1	1.7	0.0	3.25
4722	I have just seen a real idiot in the gym. He put a water bottle in the Pringles holder on the treadmill. 	1	2.95	1.0	0.25
4724	I got gas for $ 1.39 today. Unfortunately it was in Taco Bell. 	1	3.35	1.0	0.2
4725	I asked my wife when we could do 68 tonight. She would brothers me, and I owe her. 	1	2.95	1.0	1.75
4726	I: I wonder how an invoice becomes a law? * Music plays and the shit on my desk starts to sing * me: No, I've already looked it on my phone 	1	2.53	1.0	0.0
4728	The only power I've ever had in my life works in the batting cages, and someone told me that I should turn off the Steely Dan, and I said, "Did you say it?" And then I have given it up. 	1	1.82	0.0	0.0
4730	You will ever hear someone, but he then realize that you do not really listen 	1	2.27	0.0	0.0
4731	Coffee and cocaine It seems that the only reason why Columbia exists is to wake up the rest of the world. 	1	2.2	0.0	1.55
4732	Did you find out about this new lesbian reversing medicine? It's called trycoxagin. 	1	2.35	1.0	2.3
4733	Why does not superman do not need a boss? He has already monitored. 	1	2.15	0.0	0.05
4734	I do not say that girl is a slut ... but she touched more Viennese as Heinz Ketchup. 	1	2.55	1.0	2.15
4736	I asked my wife what she wanted for her birthday. She said, "Nothing would make me happier than a few diamond earrings," so I did not get her 	1	3.1	0.0	0.35
4739	There is nothing wrong to explore his sexuality - and that's my message to the California highway patrol. 	1	0.83	1.0	0.55
4749	Why are 490 Romans funny? Because xd. 	1	1.4	1.0	0.0
4752	I do not agree with all who belong to women in the kitchen. If my wife is in the kitchen, who will suck my cock on the sofa? 	1	1.74	0.0	3.75
4753	There is nothing worse than people online, which have the feeling that they can only commands other to discuss a topic they get up. To discuss. 	1	2.62	1.0	0.15
4754	In Mexico, the KKK is as what's something. 	1	2.28	1.0	1.6
4758	"They are terrible at Metaphern." "Wow. Jealousy is a bad mustache on you." 	1	1.26	0.0	0.1
4759	What is the difference between a girlfriend and a washing machine? A washing machine does not work apheshit and stinks me for years when I put a few loads in it. 	1	1.85	1.0	2.75
4760	How much space need mushroom grow? As a mushroom as possible. 	1	2.9	1.0	0.0
4761	Alcohol is the only liquid that is cool to drink in excess. Try to brag with 17 glasses diet Pepsi, and see who is impressed. 	1	2.28	0.0	0.0
4763	Is there really something like bisexual ... is not it just homos that occasionally get it right? 	1	2.06	1.0	2.85
4764	This is the ideal time in the season to plant both tomatoes or enter into a rural war with Russia, which I forget. 	1	1.28	0.0	0.3
4765	Someone remembers the joke about the dwarf? I can not think now, should be easy to remember, it was just a short. 	1	1.85	0.0	1.55
4766	How do you tell a male chromosome from a female chromosome? You go down his genes! 	1	3.0	0.0	0.25
4767	My girlfriend just said that I set sports in front of our relationship. Bullshit. It's our sixth season together. 	1	2.7	1.0	0.0
4768	I do not care what someone says my six hours Black Friday shopping have saved me at least $ 7.50. 	1	2.69	1.0	0.0
4771	Her mum so fat 	1	1.7	0.0	1.6
4773	If I had a dollar for every racist thing, I said, a black guy would probably rob me. 	1	2.16	1.0	3.5
4774	They just found a black guy hanging from a tree with 79 stitch wounds in Alabama .... the police says it's the worst case of suicide they have ever seen 	1	1.69	0.0	2.6
4778	The main thing I can derive from the video recommendations Netflix has for me that you have nightmares. 	1	2.59	0.0	0.0
4780	I try to find out which iPhone buys. The black runs faster, but the white actually works. 	1	2.11	1.0	3.4
4782	Do you receive from the new Gay Sitcom? "Let it, it's beaver." 	1	1.89	1.0	1.05
4784	My first day as a car salesman. Customer: Cargo hold? Me: Auto No. Car No Fly. Manager: Can I see you in my office? 	1	2.79	1.0	0.65
4786	The signs of autumn are here: The leaves are yellow, the temperature is sinking, the green day is ready to retire to the sleep of September ... 	1	1.69	1.0	0.0
4787	I was hit by a rental car on the way to work yesterday, yesterday damned Hertz. 	1	2.93	1.0	0.5
4788	A dog is really the best friend of a man. If you do not believe it, try this experiment out. Lock your dog and your wife in the trunk of the car for an hour. If you open the trunk, which you really are pleased to see you? 	1	3.21	1.0	1.2
4791	How do you call a hen that counts your eggs? A mathematics. 	1	2.15	1.0	0.0
4792	Do you want to hear a dark joke? Africa's population 	1	1.45	0.0	3.7
4794	Guy, the parachutist: You would not believe that the onslaught of adrenaline you get. I: I think about it when I use my phone in the tub, and risk serious water damage that is not covered by the warranty] Oh, I can imagine. 	1	2.15	0.0	0.0
4795	Cookbook: 1 cup of blood, 1/2 cup The white stuff on the corner of a mouth of an old man, 3 tablespoons of powdered fart, a green pepper. I: Ew green pepper. 	1	1.8	1.0	0.5
4796	My wife and I have accepted the education where we never see our children 	1	2.24	1.0	0.55
4797	After all the years, my wife still thinks, I am sexy. Every time I go, she says: 'What an ass!' 	1	2.53	1.0	0.15
4798	My girlfriend is half of my size, but takes up three quarters of the bed. If my math is right, she is a slut 	1	2.3	1.0	1.45
4802	I spoke last night with a girl in the bar. She said, "If you've lost a few pounds, they had a shave, and got their hair, they look good." I said, "If I did that, I would talk to your friends there, instead of you." 	1	3.35	1.0	0.65
4803	Black Friday? Is not that the day you can buy slaves for a discount? 	1	1.7	0.0	4.65
4804	How do you call a gay person from Wisconsin? A milk queen 	1	2.15	0.0	2.3
4805	Niggas was as if I want a girl rocking Jordan, playing video games, and atmet sports with me "WTF? You want a friend Nigga 	1	2.05	0.0	2.5
4807	Facebook start a dating app that allows users to choose between five sexes. Well, I'm all for equality, and think it's time for containing the other three sexes - "attention searches", "mentally ill" and "in rejection". 	1	1.89	0.0	2.6
4808	Have you ever wondered why white racist jokes are so shit? Because they were written by blacks. 	1	1.7	1.0	3.15
4809	Me: I made you some coffee! It is even double filtered ... Fancy Right? Wife: Me: Woman: The coffee filters could not be parted? Me no 	1	2.79	0.0	0.0
4810	What do people call their grandmother in India? Naana. 	1	1.87	1.0	0.3
4811	[Meeting for creating WebMD] WebMD CEO: Ideas for the operation of the website? "Make it exactly to diagnose symptoms? 'CEO: WOW, boring." Like a selection your own adventure book, but where you always end? "CEO: Hell, Yeah, what I'm talking about 	1	2.5	0.0	0.35
4812	Mark special ED teacher late students as late? 	1	1.5	0.0	3.3
4817	The black smoke, which comes from my toaster, indicates that a new pop tart was selected! 	1	1.94	1.0	0.0
4820	I am "I have a heavy time on foot because I sat too long, 'years old 	1	1.83	1.0	0.05
4821	What is cooler than a talking dog? A spellbiene! 	1	2.95	1.0	0.0
4825	I said to my wife "When I die, I'd like to die sex," she answered, "At least it will be fast." 	1	3.15	1.0	0.4
4826	How do you call a dog? A labracadabrador. cheesy 	1	1.8	0.0	0.0
4827	My wife was excited when I put her in the bedroom with connected eyes ... until I spoiled her by 10 times and she let us know that we play the tail on the donkey. 	1	2.25	1.0	0.25
4828	Telescopes are likely to use mirrors, which means that it is absolutely no way to know how many vampires exists in space. 	1	2.6	1.0	0.0
4829	What is the difference between hunger and cool? Where you put the cucumber. 	1	2.7	1.0	1.55
4830	I've called my wife "Honey" for 12 years because I do not know how to tell her, I forgot her name. 	1	2.45	1.0	0.25
4831	On an earlier episode, a female listener left a voicemail and had something to say about the Council. Basically, she says that it's none of it, and you will do it better if you "just be yourself". So you hear your voicemail and then my answer to the worst dating advice of all time. 	1	1.7	0.0	0.05
4833	How sad to hear from Mem Fox. She is the favorite author my guys. I think Posen magic is too extremist? Or 10 fingers and toes too diverse? 	1	0.18	0.0	0.1
4834	A man at work calls me "partner" and another guy calls me "boss". Apparently we play Cowboys and Indians and I am a double remedy. 	1	2.0	0.0	0.95
4839	How do you call a Scottish citizen? Big Mac. 	1	2.25	1.0	0.25
4840	To avoid a distracted drive ticket, keep your hands on the steering wheel and use your feet to the text. The bulls have no idea. 	1	2.32	1.0	0.5
4841	I met a girl in a bar last night ... she said she wanted the night to be magical ... So I fought her and disappeared. 	1	2.6	1.0	1.95
4842	Our Mexican neighbor ate us dinner and tastes like I committed a serious mistake to marry a white girl. 	1	2.2	1.0	1.55
4844	What is the definition of 'Endless Love'? Ray Charles and Stevie Wonder play tennis. 	1	2.22	1.0	1.25
4845	I have made a graphic of my previous relationships. It has an ex-axis and a why axis. 	1	2.85	1.0	0.0
4846	What do gay and melons have in common? Cantaloup melon ... 	1	1.85	1.0	1.65
4848	Maybe I have overreacted after I watched my wife, fold perfectly a customized leaf ... and I mean, I showed and shouted 'witch !!' 	1	2.32	1.0	0.2
4850	It would be cool to come to a level of success in which I can say the sentence: "People always ask me ..." Now people do not ask me for shit, yet they should not. 	1	2.64	1.0	0.1
4851	I have to remember my stored refrigerator to keep my family for weeks, no challenge for me to finish everything in one day 🙄 	1	2.35	0.0	0.0
4852	My butt is itchy. Someone has to talk about it. 	1	1.5	0.0	0.3
4853	Why did the feminist cross the road? To suck my damn tail! 	1	1.26	0.0	4.0
4854	Where do poor Italians live? In Spaghetto. 	1	2.15	0.0	1.45
4856	I did some fish ticks last night. But they just ignored them and swim away. 	1	2.6	0.0	0.0
4857	It is ironically the first thing blacks buy when you get money is a chain to implement your neck. They miss the good old days as much as we do. 	1	1.19	0.0	4.55
4859	Did you learn the last weekend from the ColdPlay Concert in China? It was all yellow. 	1	1.65	1.0	2.65
4861	I did not jog in 2017. 2018 I did not jog. 2019 I do not jog. I still did not joggle in 2020. This is a running joke. 	1	2.6	1.0	0.0
4862	My wife always screams for me because he did not know how to suck my food properly, but it does not matter to me. I take it with a pinch of sugar. 	1	2.2	0.0	0.0
4864	Satan: Welcome to hell me: I think you could say that is a really hot Satan: a hot point, yeah ok fucking down 	1	1.9	1.0	0.95
4865	How does a penguin build a house? Igloos together. 	1	2.3	0.0	0.0
4867	How do you call a Muslim who always makes mistakes? Faulty 	1	2.79	1.0	2.85
4870	Sometimes it takes a while for texts to really sink. For example: "I got more juice as a picasso, as I have my promotion in art history. 	1	2.05	0.0	0.0
4871	A man asks a woman: "- Did, you know the laughter's second best way to convince a girl of having sex with you?" "Reich, what is the first?" "-A knife." "Hahaha, you're so funny!" "-Good choice." 	1	2.15	1.0	2.15
4875	How do you do a waterbed more bouncy? They use spring water. 	1	2.95	1.0	0.0
4876	Her mums so thin that she swallowed a meatball, thought she was pregnant. 	1	2.15	1.0	0.65
4882	I worked in a violent eye this morning. On the plus side I earned 43 dollars, and I think the clock looks really good at me. 	1	3.1	0.0	0.5
4884	Q: How do you call a swimming pool full of blondes? A: Frosted flakes. 	1	1.65	0.0	1.25
4885	My wife tried to unlock the car seat of our daughter with one hand and said, "How does an armed mothers do?" I answered, "Seiled." 	1	2.8	1.0	0.65
4886	My girlfriend told me that I look at "Uncool" with a bicycle helmet. 	1	2.5	1.0	0.35
4888	Pitching a TV Show 2018: So the Stephobber of the king sleeps with his sister, and there are also dragons and ice monsters, and every time they think they know what someone will happen who likes them, is murdered. Pitching a TV show 1998: So a man has a job and a few friends. 	1	2.56	1.0	0.05
4889	My ex, with which I met with string instruments. If I only knew about their history of violins. 	1	2.45	1.0	0.65
4890	* Editor, standing with 9Yo daughter, looking at 100,000 books ready to ship * daughter: should not it be Marly and I? * Eyes will be wide * 	1	2.5	1.0	0.0
4891	My grandpa gained us to gather to tell us stories about the survival of World War II. My father has just gathered us to see a Youtube clip of an Asian child "Africa" from Toto on a rubber chicken. 	1	2.1	1.0	0.45
4892	For a date tonight, my wife and I give 9 minutes looking for a movie to see that I will fall asleep in the first 5 minutes. 	1	2.53	1.0	0.05
4896	[Reading Podcasting for Dummies] Book: The content of your podcast can literally be everything you want. Just be yourself and have fun with it! I: * Creates a half hour weekly podcast in a microphone * 	1	2.69	0.0	0.05
4898	Why was the white biologist as racist? Because he wanted to preserve his culture h 	1	1.75	1.0	1.2
4899	How many feminists need to change a light bulb? That's not funny! 	1	1.7	0.0	1.9
4901	I hate how your family stops giving you money for your birthday while you get older. I need it more than when I was 7 Aunt Barbara. I'm starving. 	1	3.1	1.0	0.0
4905	Gemini and Mama Bear are nap ... Time to practice my cod skills so that I could stop teams ¥ º ... ~, ..... Oooh, I injured my own feelings ~ 	1	0.79	0.0	0.2
4906	I: [pulled out of my upturned car] Can you get my iPod nano-paramedic? No, me: ok 	1	1.33	1.0	0.0
4908	Slatty girls are like Wal Marts. Everyone makes fun of them, but if they are inside at 4 o'clock in the morning, they think, "Thank God these are here" 	1	2.42	1.0	2.3
4909	I really hope that there are people in France, who believe that LeBron is known in America as Thebron. 	1	2.29	1.0	0.1
4910	My girlfriend was full of my constant jokes, so I asked her, "How can I stop my addiction?" "Whatever means that it is necessary," she answered. "No not that." I said. 	1	2.7	1.0	0.0
4911	This Black Friday, I choose small local shops for my dutched, materialistic Rampag. 	1	2.19	0.0	0.1
4912	Wife: I lost my key Man: It's in your jeans woman: Do not pull my family in this. 	1	2.0	1.0	0.55
4914	I have OCD, whenever someone says "tho," I always answer with "ugh" 	1	2.75	1.0	0.35
4915	It's a pity that there are no more people who post on Instagram via travel and fitness. I just can not get enough of attractive people enjoying their lives as I sit on my desk when I eat a big Mac and cried. 	1	2.11	0.0	0.2
4917	I played last weekend with my cousins of Mexico. You just call it ** ** 	1	2.5	0.0	0.4
4919	I saw this girl for about six weeks until someone took my binoculars. 	1	2.75	0.0	0.8
4920	What is fat on the underside, thin at the top and has ears? Mountains! ...What? You never have the mountain adviser? 	1	2.1	1.0	0.2
4921	Babies are the worst. Why do we have one? It's 3 o'clock in the morning and I'm sleeping and exhausted. I'm done. That was a huge mista ... oh he wait, he smiles at me. Aw Man, this feeling is incredible! I love to be a father. 	1	2.25	0.0	0.0
4922	There is no peace for the evil ... unless you are really angry, then put them in lonely captivity, where that's pretty much everything you do. 	1	2.25	0.0	0.25
4925	If I had wings, I would spread them and even ran up an eagle for about ten minutes, and then with these fat doves on an agent wire 	1	2.11	0.0	0.0
4927	When my wife snores, I snorts up again and again to tell her how many pass the video of him from which I have set on Facebook 	1	2.58	0.0	0.0
4931	When the Eclipse comes, I will borrow the special glasses that use my wife when I'm shirtless. 	1	2.68	1.0	0.2
4933	What did the Egyptian boy say to the Egyptian girl? "Come behind the pyramid, I'm making yourself a mum" 	1	2.5	0.0	0.05
4934	I: OK, keeps the wheel now the control and slowly push the accelerator pedal, you do big goose: Honk me: Yes, we come to that 	1	1.39	1.0	0.0
4936	We all know where the big apple is, but someone knows where the ... Minneapolis. 	1	2.6	1.0	0.0
4938	How do you call a dinosaur who practices Islam? A Quranosaurus. 	1	1.65	0.0	0.5
4940	My ex girlfriend is at the other end of the museum of me! I want to say, hi, but there is only so much story between us. 	1	2.7	1.0	0.0
4944	I'm excited to have Tubman on the twenty years so we can use black people as currency 	1	1.83	0.0	3.8
4945	What is the difference between my cock and my paycheck? I do not have to ask my wife to blow my salary check. 	1	2.65	1.0	2.6
4946	How do Christians eat their ice cream? They cathed. 	1	1.35	0.0	1.55
4950	Hey guys just a polite memory if they promised to love their spouse 24/7. Today is 24/7 ~~ 	1	1.31	0.0	0.0
4951	What is the difference between Santa Claus and a Jew? Santa goes down the fireplace Christmas angle 	1	1.53	1.0	1.9
4955	How do you call a terrorist girlfriend? A Guantanamo-Bae. 	1	1.89	0.0	1.7
4956	Where do suicide bombers go when they die? All over! 	1	2.15	0.0	1.75
4957	I asked my sister, as her blind date went "Oh, it was terrible," she said, "he emerged in a Rolls-Royce 1948." "So, what's so bad that * that *?" I asked. Apparently he was the original owner. 	1	3.47	1.0	0.3
4959	My wife left me because "I am addicted to video games". I was so sad that I could barely comfort myself 	1	3.3	1.0	0.1
4960	What is a favorite movie ampute? Armageddon. 	1	1.55	0.0	1.45
4962	Until a pregnancy test commercially contains a chick that a chick cries hysterically and screams my life, it's no real life. 	1	2.37	1.0	0.7
4963	So I gave a blind guy a basketball. I think he still tries to read it 	1	2.4	1.0	1.6
4964	I after 2 glasses of wine: this beautiful life should be enjoyed! Let us celebrate and make happy! I after 4 glasses of wine: I have 938 worst enemies and I will call them all now. 	1	1.94	1.0	0.0
4966	I never worked the moral to the humpty dumpty. Is it, "Do not let horses carry medical procedures?" 	1	1.63	1.0	0.0
4967	My girlfriend tried to have sex at the hood of her Honda Civic. I refused. If I will have sex, it will be alone 	1	3.0	1.0	0.1
4968	I used to be addicted to time travel. But that's all in the past now. 	1	2.53	0.0	0.0
4969	I just called the Paranoia hotline. A man answered, 'How hell did you get this number?!' 	1	2.61	1.0	0.4
4970	I have just found the worst side throughout the dictionary. What I saw was shameful, disgusting, dishonest and insincere. 	1	2.41	0.0	0.0
4974	I thought I won the argument with my wife, as you can arrange the dining room furniture ... but when I came home, the tables were turned. 	1	2.6	1.0	0.0
4975	I noticed that men say women say that they are rarely complying with "more smile" if they are politely asked, "less exist". 	1	2.69	0.0	0.7
4976	How do you call a father who fell through the ice? An ice field. 	1	2.7	0.0	0.0
4977	Who has fistfights personally? Struggles online in the comment area like a normal person. 	1	2.79	0.0	0.0
4979	Why did the vegan cross the road? Someone to say that he was a vegan. 	1	2.15	1.0	0.3
4980	Earlyborn ejaculation .... The single biggest compliment, a man can pay a woman and they fuck moan about it. 	1	2.71	1.0	1.75
4981	I saw a contribution to Craigslist, who said: Radio for sale, 1 USD. Volume button remains fully stuck. I thought of me, I can not turn that! 	1	2.58	1.0	0.0
4982	They called IT adhesive tape because the abduction of adhesive sounds too striking. 	1	2.55	1.0	0.6
4983	It is a good thing that she does not give the constellations because I called her like "freckles" and "a heap of spilled rice". 	1	1.95	0.0	0.05
4984	I have never been envious about my brother who has a big house. It has to be amazing to have all these rooms in which you can avoid your wife and children. 	1	1.85	0.0	0.25
4985	My girlfriend hates when I call her fat, and now she wants us to go, so I said, What about the baby. 	1	2.06	0.0	1.2
4988	Statistics show that vegetarians live on average ten years longer than meat eaters. Ten long eleven years. 	1	3.0	1.0	0.55
4990	Q. How can you tell if someone is half Catholic and half Jewish? A. When he goes to confess, he takes a lawyer with him. 	1	2.5	1.0	2.0
4993	Woman: I'm pregnant. Dad: Hello pregnant, I'm dad. Wife: No, you are not. 	1	2.8	1.0	0.25
4994	Hey girl, are you my mother? Because I would like to kill your husband and fuck you 	1	1.78	1.0	3.75
4996	I entered my sons room and said, "Remember, boy, masturbate them can blind them." "I'm over here, dad." He answered. 	1	3.05	0.0	0.5
4999	A banker broke up with his girlfriend ... he lost interest. 	1	2.9	1.0	0.0
5001	My daughter wanted a bouncy castle for her birthday. The guy said the rent was 50 US dollars and the setup fee was $ 1000. I said, "That's unheard of!" He shrugged the armpits and said, "That's inflation for you." 	1	3.1	0.0	0.25
5002	Confucius says ... ... Sex on the beach is like American beer, very close to water. 	1	2.37	0.0	0.05
5005	What do Germans look at the Internet? Thank you Memes. 	1	1.65	1.0	0.45
5007	How do you call a Catholic missionary, which is also a car lover? A catalytic transducer 	1	2.25	0.0	0.3
5008	Why are gay men hovering? Flambuoyant 	1	2.75	0.0	1.85
5010	Accountant: They are basically bankrupt. Wife: He always spends money for stupid stuff. I: Let's ask the dog if he thinks that his jeans are stupid? 	1	2.45	1.0	0.0
5013	What does it say when you sneak into a homosexual wedding? A Gay Tecrash Dad Joke, right there 	1	1.15	0.0	1.5
5014	I bought a Valentine's Day card for all in our local tourettes company. It's the thought that Cunts! 	1	2.1	1.0	3.45
5015	CAS has eaten that the old turkey sandwich Dean was in the fridge. I'm sorry buddy. Indigestion 	1	0.58	0.0	0.0
5016	Compromise is so important. As I wanted to call our son "Pat", and my wife wanted to call him "Rick", so we met in the middle and went with "Rickpat". 	1	1.84	1.0	0.0
5018	I started wearing thin jeans because they are fashionable, and I was tired of my wife, which respects me as a man. 	1	1.8	1.0	0.25
5020	Me: [panting as I'm in the gym Sprine] guy on the treadmill next to me: stop making this damn harmonica 	1	1.26	0.0	0.45
5022	Me: * returns from bakery with a BAP, Bagel, Bun & Cob * wife: What are these? I: the synonym pins, after asking you. Woman: cinnamon. 	1	2.25	1.0	0.0
5023	Finish my taxes easily and am now something worried about my tax software. It only recommends that I slid over the border in Mexico. 	1	2.89	1.0	0.5
5024	Did you learn about the vegan transgender? He was a hereafter. 	1	2.35	1.0	2.3
5025	If you google "How can I stop receiving pottery catalogs?" The top result is a page with instructions for the facts of your own death. 	1	3.26	1.0	0.15
5026	Please respect my privacy while I'm trying to recover from heart pain and disappointment of soft serving ice cream machine 	1	2.75	0.0	0.15
5027	What do you call Halloween for feminists? Triggertreat 	1	1.58	1.0	2.35
5029	I recorded a hitchhiker last night. He said, "Thanks, but how do you know that I'm not a serial killer?" I answered, "The chances of two serial murderers in the same car are astronomical" 	1	3.35	0.0	0.0
5031	A seed dispenser, a carpenter and a Julius Caesar went to a bar. He came, he saw he saw he saw. 	1	2.6	0.0	0.3
5032	My wife emerges me out of the house because of my obsession with a TV news anchor. More about it after the break ... 	1	3.05	0.0	0.0
5033	My girlfriend left me because I seem to try to act like an American. So I did your whole family with a machine gun. 	1	2.0	0.0	3.15
5036	What is the difference between MLK Day and St. Patrick's Day? Nobody cares for a day Irish !!!! 	1	1.58	1.0	2.5
5037	I just came home from my first day of the clock school and it was not good. I asked the teacher if he was really different as Ticks. He called me as "poorly bred Sun Dialers", and the entire class broke out laughing. Father was right, these people will never accept me. 	1	1.22	1.0	0.0
5039	I can hear the lesbian couple next door that has sex every night. It's not easy, but if I reject the TV and disconnect the fridge, I can only hear you. 	1	1.58	0.0	1.35
5040	My Mormon neighbor said it was rude that I surprised that her husband's surprising birthday party invitation was also an invitation to be her sister woman. 	1	1.79	0.0	1.4
5041	What does it say when a king and queen have no children? A returning heir line 	1	2.25	0.0	0.35
5042	Children get their entire energy by linging it directly from their parents. The more energetic the child, the more exhausted the parent. Look, it's science. 	1	2.26	0.0	0.05
5043	Only ten more American weaponsmassacres to Christmas 	1	1.94	1.0	2.85
5044	How do you call a hive that has no outputs? Un-Bee lovers. 	1	2.7	1.0	0.0
5045	I: My car smells like Chinese food, but I only eated Subway Sherlock Holmes: That's not the kind of puzzle I do: Yes, it's let go 	1	0.82	0.0	0.0
5049	Sure, white people can not say the "n word", but at least we can say, say phases like "Thanks for the warning officer" and "Hey dad". 	1	2.25	1.0	3.55
5051	Q: Why are all black fast? A: The slow are in prison. 	1	2.3	1.0	4.0
5052	Why is 16 always full? Because it is 8 and 8. 	1	1.8	0.0	0.0
5053	We just had a baby and I asked my wife over the chest food, "FICKE," she said, "It's just for the baby" 	1	2.85	1.0	1.05
5054	My parents treat me like a god. They do not believe in me 	1	2.67	1.0	0.45
5057	I: How will I die Fortune dish: uneven 	1	2.26	1.0	0.25
5058	I've been beaten my nose today ... I suspect that women can call the aftersee. 	1	0.59	0.0	0.6
5059	We have not been out of the house for months, but it still succeeded in losing half of our tupperery 	1	2.28	0.0	0.0
5060	What did Stevie asks when he found out that he was blind ...? "At least I'm not black" 	1	2.35	0.0	3.2
5061	My wife left me because I'm unfortunate not waiting, she's back, she just went to make a cup of coffee 	1	2.85	1.0	0.2
5062	What is brown and run? Usain Bolt. 	1	2.05	1.0	2.1
5063	People who use the expression "unnecessary to say", but say whatever unnecessary to tell anyway why I have trust questions in life. 	1	2.76	0.0	0.0
5064	I have no unrealistic expectations of life, I wish only, everything went all the time for me, that's all. 	1	1.9	0.0	0.0
5069	Criminal: Oh no, it's lobster man lobster man: [fucking around her 	1	1.75	0.0	0.1
5070	I: I'm such an idiot. I, 3 drinks in and feel wise: A broken clock is right twice a day right, but a proper work is wrong all the time. Impressive. Yes. Write that on. That's a tattoo. 	1	1.75	0.0	0.0
5073	Jokes on your hot chick at the bar, which gave me a telephone number of a radio station I only won Harlem Globetrotter tickets and a Budlight poncho. 	1	3.13	0.0	0.05
5074	Yesterday I fell into a septic tank. I had a shitty day. 	1	2.74	1.0	0.3
5077	Good morning around ass twitter only 	1	1.1	1.0	0.3
5078	The work in an unemployment office must be so tense. Even if they are fired, they have to come the next day. 	1	3.0	1.0	0.15
5079	What do you call it when an immigrant and a pedophile come to a fight? Alien vs. predator 	1	2.74	1.0	1.6
5082	What do you do if you see an amputee hanging on a tree? Start with the ripping of letters. 	1	1.78	1.0	2.1
5088	My roommate says our house is persecuted, I drove here for 300 years, and I have not noticed shit. 	1	3.21	0.0	0.0
5090	Why did the raging alcoholic throw his wife from a cliff from a cliff? tequila 	1	2.0	0.0	1.0
5092	What is Al-Queda's favorite football team? The New York Jets. 	1	1.89	1.0	2.4
5093	The biggest hit on my Oscar party is always the meatloop, which is shaped like an accountant from the price waterhouse. 	1	1.61	1.0	0.3
5094	COP: Do you know why I have drawn her about me: [by foam mascot head] ya 	1	2.05	1.0	0.05
5095	I: [Get on a knee] I wanted to ask you since we met you: I: [Roll in a ball] Do you like my impression of a grape? 	1	2.21	1.0	0.0
5098	When I grill burger, I take a hint from the restaurant guys and sprinkle only a touch of E. coli at the last minute. 	1	2.4	1.0	0.5
5099	I give a drink for a month, I'm sorry that I came wrong, I'll give up. Drink a month 	1	2.33	1.0	0.0
5100	What is the worst part of being a black Jew? You have to sit on the back of the oven. H. 	1	1.7	1.0	3.85
